   timestamp   | containerid | interval |  rbw_a   | riops_a | rlatency_a |   wbw_a   | wiops_a | wlatency_a |  rbw_b   | riops_b | rlatency_b |  wbw_b   | wiops_b | wlatency_b 
 1453348050061 |      425417 |   150000 |    49630 |       8 |        174 |  44648653 |    6115 |         69 |   389393 |      46 |        182 | 29142767 |    3607 |         74
 1453348350061 |      425417 |   150000 |   144316 |      12 |        210 |  44094123 |    6080 |         77 |   490496 |      92 |        200 | 31831518 |    3706 |         70
 1453348500061 |      425417 |   150000 |    51883 |       8 |        217 |  42455996 |    5998 |         69 |   598494 |      66 |        182 | 31330645 |    3715 |         80
 1453348650061 |      425417 |   150000 |    47923 |       7 |        182 |  42459273 |    5977 |         69 |    86221 |       8 |        183 | 26721485 |    3393 |         73
 1453349550061 |      425417 |   150000 |    61850 |      10 |        183 |  43324075 |    6053 |         72 |   253611 |      27 |        183 | 30685252 |    3621 |         71
 1453349700061 |      425417 |   150000 |   199680 |      33 |        181 |  42992435 |    5981 |         71 |   196676 |      42 |        184 | 31066453 |    3911 |         71
 1453349850061 |      425417 |   150000 |    54477 |      11 |        195 |  43384559 |    5783 |         71 |   325495 |      59 |        173 | 28934758 |    3578 |         71
 1453350450061 |      425417 |   150000 |    52087 |       8 |        178 |  43051349 |    5701 |         68 |    82330 |      10 |        304 | 29543970 |    3661 |         70
 1453350600061 |      425417 |   150000 |    49630 |       8 |        181 |  41192380 |    5706 |        126 |   425506 |      64 |        184 | 28855979 |    3431 |         71
 1453350750061 |      425417 |   150000 |   232585 |      49 |        183 |  42321169 |    5726 |         83 |    56730 |      11 |        217 | 27563895 |    3529 |         72
 1453350900061 |      425417 |   150000 |  1475106 |     302 |        181 |  42011989 |    5735 |         69 |   104380 |      10 |        165 | 30300570 |    3619 |         72
 1453351350061 |      425417 |   150000 |    51337 |       8 |        182 |  41224260 |    5756 |         71 |   892450 |     194 |        183 | 30400375 |    3597 |         72
 1453351950061 |      425417 |   150000 |   149436 |      16 |        179 |  45281963 |    6225 |         72 |   389188 |      38 |        184 | 30445227 |    3627 |         69
 1453352250061 |      425417 |   150000 |   117077 |      10 |         95 |  44583731 |    5999 |         72 |   293069 |      30 |        188 | 29038660 |    3399 |         72
 1453348200061 |      425417 |   150000 |    49698 |       7 |        182 |  43935949 |    5882 |         72 |    78438 |      10 |        192 | 30225954 |    3641 |         71
 1453349250061 |      425417 |   150000 |    75981 |      14 |        174 |  44488977 |    6029 |         72 |   364407 |      43 |        184 | 30680405 |    3506 |         90
 1453349400061 |      425417 |   150000 |    50313 |       8 |        180 |  44127505 |    5943 |         73 |   439979 |      45 |        224 | 29854993 |    3599 |         70
 1453353750061 |      425417 |   150000 |   566818 |     116 |        182 |  42737869 |    5920 |         69 |   550093 |     110 |        184 | 28150921 |    3473 |         75
 1453353900061 |      425417 |   150000 |    49835 |       8 |        179 |  42653764 |    6001 |         70 |  3464738 |     393 |        184 | 29451332 |    3700 |         73
 1453354200061 |      425417 |   150000 |    52087 |       8 |        205 |  44956740 |    6237 |         73 |    82125 |      13 |        184 | 27178940 |    3478 |         70
 1453354500061 |      425417 |   150000 |   146432 |      20 |        225 |  44640597 |    6271 |         88 |   740147 |     111 |        218 | 31762637 |    3835 |         73
 1453354950061 |      425417 |   150000 |    51473 |       8 |        180 |  44756378 |    5854 |        145 |    53316 |       8 |        243 | 30561212 |    3714 |         70
 1453355100061 |      425417 |   150000 |    49084 |       7 |        182 |  41364958 |    5604 |         69 |   117692 |      17 |        219 | 29313707 |    3653 |         75
 1453355250061 |      425417 |   150000 |    48196 |       7 |        181 |  41709090 |    5836 |         75 |   405845 |      28 |        182 | 28707157 |    3466 |         70
 1453355400061 |      425417 |   150000 |    49220 |       8 |        178 |  44506249 |    5918 |         72 |  2741043 |     105 |        183 | 28309094 |    3564 |         73
 1453348800061 |      425417 |   150000 |   836881 |      56 |        180 |  45162428 |    6132 |         75 |   851558 |      60 |        199 | 30535270 |    3628 |         71
 1453348950061 |      425417 |   150000 |  3875021 |     696 |        145 |  45339238 |    6198 |         70 |   847394 |      58 |        150 | 29661184 |    3548 |         74
 1453349100061 |      425417 |   150000 |    86835 |      16 |        197 |  43771085 |    6085 |         69 |   342835 |      56 |        183 | 30101367 |    3494 |         74
 1453350000061 |      425417 |   150000 |    50381 |       8 |        172 |  44032956 |    5887 |         69 |    86699 |       9 |         94 | 28509798 |    3563 |         72
 1453350150061 |      425417 |   150000 |    49835 |       7 |        109 |  43250074 |    5835 |         68 |    63556 |      10 |        184 | 31861077 |    3691 |         73
 1453350300061 |      425417 |   150000 |    50654 |       8 |        181 |  45280461 |    6216 |         72 |    73250 |       8 |        184 | 28221167 |    3525 |         82
 1453351050061 |      425417 |   150000 |  2065476 |     231 |        173 |  42409574 |    5742 |         72 |    53794 |       8 |        174 | 28597862 |    3671 |         72
 1453351200061 |      425417 |   150000 |    53794 |       8 |        180 |  45125086 |    6131 |         70 |    95095 |      14 |        183 | 29955755 |    3604 |         93
 1453351500061 |      425417 |   150000 |    55023 |      11 |        198 |  42108587 |    5832 |         73 |   134349 |      11 |        182 | 30736930 |    3737 |         72
 1453351650061 |      425417 |   150000 |   105267 |      17 |        216 |  42363972 |    5833 |         69 |   531524 |      34 |        182 | 30532540 |    3729 |         71
 1453351800061 |      425417 |   150000 |    69154 |       8 |        182 |  41990212 |    5833 |        106 |   669286 |      25 |        176 | 29611964 |    3655 |         76
 1453352100061 |      425417 |   150000 |    99669 |      10 |        177 |  44902059 |    6084 |         70 |   254635 |      23 |        232 | 28947046 |    3530 |         70
 1453352400061 |      425417 |   150000 |   201523 |      21 |        154 |  44201984 |    6122 |         69 |   396971 |      29 |        183 | 28050022 |    3377 |         71
 1453352550061 |      425417 |   150000 |  1012599 |      68 |        260 |  45254246 |    6187 |         71 |  1105647 |      81 |        183 | 27595230 |    3357 |         72
 1453352700061 |      425417 |   150000 |    94071 |      14 |        179 |  45241139 |    6217 |         71 |   794965 |      86 |        185 | 29787682 |    3661 |         74
 1453352850061 |      425417 |   150000 |   131072 |      15 |        181 |  44153924 |    6020 |         70 |   229990 |      42 |        184 | 29547110 |    3566 |         72
 1453353000061 |      425417 |   150000 |    78165 |      12 |        195 |  43483682 |    6153 |         74 |   130731 |      15 |        184 | 28895846 |    3631 |        125
 1453353450061 |      425417 |   150000 |   185549 |      21 |        209 |  50838187 |    6736 |         70 |  2805146 |     299 |        181 | 36657766 |    4722 |         71
 1453353600061 |      425417 |   150000 |  1499819 |     114 |        110 |  51863484 |    7201 |         69 |   559036 |      61 |        184 | 30834551 |    3969 |         72
 1453354050061 |      425417 |   150000 |    50313 |       7 |        184 |  47136154 |    6296 |         71 |  7746492 |     849 |        184 | 30279612 |    3654 |         89
 1453354350061 |      425417 |   150000 |    94481 |       9 |        206 |  44566528 |    6034 |         69 |   510703 |      47 |        184 | 30108535 |    3503 |         70
 1453354650061 |      425417 |   150000 |   127044 |      12 |        216 |  44682581 |    6115 |         71 |   209852 |      15 |        165 | 29627187 |    3689 |         71
 1453354800061 |      425417 |   150000 |    50108 |       8 |        271 |  43173888 |    5837 |         71 |    80828 |      10 |        182 | 30314223 |    3828 |         71
 1453353150061 |      425417 |   150000 |    50859 |       8 |        180 |  43495902 |    6007 |         75 |    52361 |       8 |        180 | 28249429 |    3480 |         71
 1453353300061 |      425417 |   150000 |    50039 |       7 |        209 |  43654007 |    5997 |         69 |    86494 |      10 |        198 | 29593190 |    3603 |         83
 1453355550061 |      425417 |   150000 |    73455 |       8 |        171 |  45018795 |    6131 |         69 |  1560371 |      86 |        130 | 32109363 |    3757 |         74
 1453355700061 |      425417 |   150000 |    82876 |      13 |        188 |  44045312 |    6012 |         68 |    86016 |       9 |        183 | 29643981 |    3619 |        210
 1453355850061 |      425417 |   150000 |   136670 |      18 |        179 |  47048977 |    6231 |         72 |   247808 |      18 |        195 | 29489903 |    3661 |         72
 1453356000061 |      425417 |   150000 |    50449 |       8 |        182 |  44747435 |    6213 |         68 |    55433 |       9 |        184 | 28943155 |    3524 |         74
 1453356150061 |      425417 |   150000 |  5270596 |    1000 |        184 |  44297011 |    5800 |         71 |   988228 |      63 |        195 | 31033685 |    3772 |         72
 1453356300061 |      425417 |   150000 |    49562 |       7 |        180 |  42932634 |    5611 |         85 |   165001 |      15 |        184 | 26633011 |    3442 |         72
 1453356450061 |      425417 |   150000 |    50244 |       7 |        196 |  44699511 |    5953 |         68 |   260233 |      33 |        189 | 27924890 |    3560 |         71
 1453356600061 |      425417 |   150000 |   194628 |      32 |        194 |  43563418 |    5923 |         72 |   815855 |      56 |        184 | 29928311 |    3712 |        173
 1453356750061 |      425417 |   150000 |    54067 |      11 |        145 |  43571268 |    5857 |         71 |  2078174 |      79 |        211 | 31065566 |    3569 |         73
 1453356900061 |      425417 |   150000 |    48879 |       7 |        172 |  46073856 |    6193 |         73 |   830874 |      23 |        206 | 30632414 |    3736 |         73
 1453357050061 |      425417 |   150000 |    48401 |       7 |        173 |  45282714 |    6367 |         69 |    52361 |       8 |        183 | 31432977 |    3729 |         72
 1453359300061 |      425417 |   150000 |   139401 |      15 |        179 |  46191206 |    6178 |         67 |   492885 |      45 |        186 | 30915174 |    3737 |         72
 1453357200061 |      425417 |   150000 |    49562 |       8 |        213 |  44903834 |    6297 |         68 |    54135 |       8 |        183 | 30388497 |    3501 |         72
 1453357500061 |      425417 |   150000 |    51746 |       8 |        181 |  45589572 |    6280 |         70 |   140493 |       9 |        157 | 29522330 |    3528 |         71
 1453357650061 |      425417 |   150000 |   427554 |      42 |        187 |  44089549 |    6169 |         71 |   209101 |      12 |         79 | 29738257 |    3483 |         70
 1453358100061 |      425417 |   150000 |   426667 |      17 |        181 |  45527518 |    6307 |         72 |   137694 |      13 |        183 | 31652932 |    3650 |         74
 1453358250061 |      425417 |   150000 |    72158 |      10 |        182 |  46635008 |    6431 |         71 |    74957 |       9 |        183 | 30480930 |    3521 |         71
 1453358550061 |      425417 |   150000 |    51132 |       8 |        183 |  43978069 |    5791 |         71 |   913203 |     185 |        184 | 29320397 |    3457 |         72
 1453359000061 |      425417 |   150000 |    53589 |       8 |        139 |  42385476 |    5817 |         85 |   941807 |      34 |        236 | 29961216 |    3764 |         71
 1453359450061 |      425417 |   150000 |    88064 |       9 |        181 |  43651140 |    5955 |         72 |   650308 |      32 |        198 | 29422592 |    3489 |         71
 1453357350061 |      425417 |   150000 |    51268 |       8 |        180 |  45688900 |    6198 |         68 |   211900 |      14 |        182 | 29357739 |    3524 |         72
 1453357800061 |      425417 |   150000 |  2752307 |     148 |        118 |  43630797 |    5990 |         71 |   143292 |      13 |        157 | 28792013 |    3557 |         72
 1453357950061 |      425417 |   150000 |  2355405 |     152 |        162 |  47063040 |    6419 |         71 |    49971 |       7 |        181 | 30978048 |    3726 |         72
 1453358400061 |      425417 |   150000 |    75298 |      10 |        179 |  43859354 |    5856 |         69 |    63420 |       9 |        181 | 32112981 |    3671 |         92
 1453358700061 |      425417 |   150000 |    70178 |       8 |        175 |  44022101 |    5870 |         69 |    78985 |      12 |        270 | 31078332 |    3665 |         72
 1453358850061 |      425417 |   150000 |    54204 |       8 |        182 |  44116651 |    5786 |         72 |   629077 |      31 |        201 | 28587076 |    3620 |         70
 1453359150061 |      425417 |   150000 |   110729 |      11 |        198 |  45021389 |    5954 |         70 |   431855 |      45 |        196 | 29605410 |    3628 |         72
 1453346653885 |      425417 |    10000 |    52224 |       8 |        183 |  44527616 |    5736 |         68 |    46080 |       7 |        184 | 31822848 |    3655 |         75
 1453346663892 |      425417 |    10000 |    52224 |       7 |        187 |  38729728 |    5789 |         69 |    48128 |       8 |        185 | 29092864 |    4038 |         70
 1453346673899 |      425417 |    10000 |    52224 |       8 |        183 |  37463040 |    5691 |         72 |   543744 |     107 |        182 | 32288768 |    3901 |         70
 1453346683906 |      425417 |    10000 |    50176 |       8 |        181 |  38724608 |    5347 |         71 |  3531776 |     628 |        182 | 32005120 |    3881 |         64
 1453346693665 |      425417 |    10000 |    41984 |       7 |        182 |  48110592 |    6876 |         66 |  3135488 |     135 |        181 | 29424640 |    3824 |         70
 1453346703671 |      425417 |    10000 |    41984 |       7 |        178 |  38969344 |    5100 |         69 |  4179968 |     665 |        184 | 30187520 |    4027 |         69
 1453346713678 |      425417 |    10000 |    53248 |       8 |        183 |  33138688 |    5275 |         70 |  4432896 |     580 |        186 | 36067328 |    4497 |         71
 1453346723684 |      425417 |    10000 |    48128 |       7 |        183 |  47171584 |    6425 |         71 |  4021248 |     239 |        183 | 34843648 |    4242 |         72
 1453346733689 |      425417 |    10000 |    45056 |       7 |        183 |  40549376 |    5843 |         68 |  3886080 |     713 |        183 | 21484544 |    3009 |         70
 1453346743696 |      425417 |    10000 |    60416 |      11 |        169 |  31479808 |    5281 |         69 |  5300224 |     301 |        183 | 29218816 |    3389 |         76
 1453346753703 |      425417 |    10000 |   124928 |      19 |        172 |  36608000 |    5178 |         63 |  4662272 |     368 |        183 | 29635584 |    3319 |         77
 1453346763711 |      425417 |    10000 |   114688 |      16 |        170 |  47738880 |    6257 |         69 |  4215808 |     762 |        183 | 29224960 |    3627 |         71
 1453346773718 |      425417 |    10000 |   104448 |      16 |        162 |  49094656 |    6331 |         68 |  5747712 |     210 |        198 | 27040768 |    3499 |         71
 1453346783725 |      425417 |    10000 |    92160 |      13 |        172 |  42785792 |    6148 |         71 |  5218304 |     738 |        184 | 31544320 |    3881 |         79
 1453346803737 |      425417 |    10000 |   123904 |      18 |        174 |  38242304 |    5594 |         71 |  4557824 |     185 |        184 | 28473344 |    3693 |         76
 1453346813744 |      425417 |    10000 |    96256 |      14 |        172 |  38910976 |    5242 |         73 |  3640320 |     605 |        184 | 32161792 |    3657 |         77
 1453346833757 |      425417 |    10000 |   116736 |      20 |        182 |  38298624 |    5805 |         69 |  6370304 |     708 |        183 | 24046592 |    3183 |         69
 1453346843765 |      425417 |    10000 |   100352 |      16 |        181 |  44724224 |    5817 |         71 |  5152768 |     687 |        185 | 32168960 |    3665 |         76
 1453346853771 |      425417 |    10000 |    49152 |       7 |        182 |  31268864 |    4865 |         67 |  7268352 |     361 |        183 | 26812416 |    3711 |         70
 1453346883790 |      425417 |    10000 |    41984 |       7 |        183 |  43633664 |    5384 |         70 |  6746112 |    1036 |        417 | 22729728 |    2873 |         76
 1453346893797 |      425417 |    10000 |    47104 |       7 |        181 |  41321472 |    6280 |         71 |  8998912 |    1477 |        184 | 30218240 |    3578 |         75
 1453346903803 |      425417 |    10000 |    48128 |       7 |        182 |  35268608 |    5031 |         68 |  8788992 |     334 |        263 | 26442752 |    3321 |         69
 1453346913809 |      425417 |    10000 |    45056 |       7 |        181 |  36038656 |    5342 |         69 |  8659968 |    1468 |        211 | 30738432 |    3559 |         72
 1453346933824 |      425417 |    10000 |    68608 |      11 |        181 |  41450496 |    5669 |         68 |  4894720 |     258 |        216 | 26082304 |    3342 |         73
 1453346793731 |      425417 |    10000 |   131072 |      20 |        182 |  42335232 |    5998 |         68 |  3929088 |     460 |        185 | 29109248 |    3675 |         76
 1453346823750 |      425417 |    10000 |   122880 |      18 |        182 |  36870144 |    5672 |         68 |  6576128 |     324 |        185 | 25740288 |    3286 |         69
 1453346863776 |      425417 |    10000 |    64512 |       8 |        181 |  43785216 |    6148 |         71 |  5909504 |    1005 |        184 | 30507008 |    3717 |         76
 1453346873785 |      425417 |    10000 |    46080 |       8 |        170 |  47832064 |    7104 |         71 |  6892544 |     495 |        186 | 32883712 |    3800 |         76
 1453346923817 |      425417 |    10000 |    56320 |       8 |        181 |  40289280 |    5348 |         72 | 10343424 |     419 |        192 | 32950272 |    3961 |         73
 1453346943829 |      425417 |    10000 |    48128 |       7 |        181 |  39126016 |    5380 |         71 |    38912 |       7 |        724 | 28286976 |    3568 |         80
 1453346953838 |      425417 |    10000 |    47104 |       7 |        181 |  38522880 |    6068 |         68 |    98304 |      19 |        211 | 46171136 |    4536 |         71
 1453346963846 |      425417 |    10000 |    41984 |       7 |        182 |  56768512 |    6870 |         71 |   363520 |      83 |        183 | 27985920 |    3437 |         69
 1453346973854 |      425417 |    10000 |    44032 |       7 |        188 |  47806464 |    6217 |         75 |    60416 |       9 |        184 | 23053312 |    2841 |         72
 1453346983862 |      425417 |    10000 |    60416 |       8 |        270 |  51538944 |    6574 |         73 |   124928 |      25 |        183 | 26337280 |    3354 |         70
 1453346993869 |      425417 |    10000 |    49152 |       7 |        341 |  45414400 |    6642 |         72 |    99328 |      21 |        183 | 35684352 |    4094 |         79
 1453347003876 |      425417 |    10000 |    48128 |       7 |        184 |  37127168 |    5259 |         72 |    49152 |       8 |        183 | 24211456 |    3450 |         69
 1453347013884 |      425417 |    10000 | 17587200 |    3737 |        189 |  41425920 |    5725 |         78 |    47104 |       7 |        183 | 33567744 |    3757 |         72
 1453347033900 |      425417 |    10000 |    46080 |       7 |        181 |  44638208 |    6122 |         76 |    46080 |       7 |        183 | 24515584 |    3238 |         66
 1453347053664 |      425417 |    10000 |   259072 |      42 |        177 |  46482432 |    6692 |         76 |    52224 |       9 |        184 | 30581760 |    3982 |         71
 1453347073677 |      425417 |    10000 |    40960 |       7 |        170 |  39034880 |    5573 |         52 |   415744 |      95 |        183 | 30536704 |    3664 |         71
 1453347083685 |      425417 |    10000 |   122880 |      21 |        171 |  42337280 |    5550 |         70 |   422912 |      28 |        184 | 26476544 |    3146 |        143
 1453347103698 |      425417 |    10000 |    54272 |       8 |        185 |  40838144 |    5734 |         71 |    59392 |       8 |        182 | 25841664 |    3385 |         61
 1453347133719 |      425417 |    10000 |   501760 |     118 |        185 |  42203136 |    5774 |         72 |   687104 |      71 |        182 | 25966592 |    3729 |         68
 1453347023892 |      425417 |    10000 |  2377728 |     493 |        186 |  47170560 |    5646 |         71 |    52224 |       8 |        184 | 35212288 |    4244 |         76
 1453347043907 |      425417 |    10000 |    68608 |      11 |        181 |  46867456 |    5902 |         69 |  1837056 |      76 |        188 | 25345024 |    3351 |         72
 1453347063671 |      425417 |    10000 |   136192 |      16 |        181 |  44836864 |    5770 |         68 |    57344 |       9 |        183 | 31050752 |    3882 |         70
 1453347093691 |      425417 |    10000 |   197632 |      19 |        185 |  41825280 |    6171 |         72 |  2816000 |     125 |        184 | 35020800 |    4327 |         68
 1453347113704 |      425417 |    10000 |    48128 |       7 |        185 |  38402048 |    5217 |         80 |   190464 |      19 |        183 | 29271040 |    3511 |         66
 1453347123712 |      425417 |    10000 |   101376 |      12 |        185 |  36215808 |    5174 |         71 |    69632 |       8 |        184 | 22249472 |    2957 |         66
 1453347143727 |      425417 |    10000 |   201728 |      15 |        171 |  40373248 |    5599 |         73 |   130048 |      13 |        185 | 22450176 |    2826 |         70
 1453347153735 |      425417 |    10000 |    41984 |       7 |        185 |  49334272 |    5701 |         74 |   685056 |      20 |        184 | 24300544 |    3235 |         74
 1453347163739 |      425417 |    10000 |    55296 |       8 |        183 |  40474624 |    5832 |         67 |   548864 |      14 |        185 | 36426752 |    4428 |         70
 1453347173747 |      425417 |    10000 |   157696 |      18 |        175 |  36249600 |    5245 |         72 |    44032 |       7 |        185 | 25174016 |    3512 |         71
 1453347183755 |      425417 |    10000 |    50176 |       7 |        182 |  45304832 |    6070 |         70 |   101376 |      14 |        178 | 29105152 |    3484 |         72
 1453347193765 |      425417 |    10000 |   136192 |      13 |        182 |  36888576 |    5413 |         61 |  1603584 |     207 |        184 | 42366976 |    4686 |         71
 1453347203771 |      425417 |    10000 |    44032 |       7 |        182 |  38750208 |    6167 |         68 |    64512 |      11 |        168 | 23519232 |    3027 |         71
 1453347213780 |      425417 |    10000 |    51200 |       8 |        181 |  47089664 |    6275 |         71 |    76800 |      15 |        186 | 34840576 |    4162 |         82
 1453347223785 |      425417 |    10000 |   209920 |      20 |        184 |  39595008 |    6027 |         72 |   516096 |      37 |        180 | 26863616 |    3318 |         63
 1453347253810 |      425417 |    10000 |  1374208 |     150 |        173 |  40152064 |    5557 |        102 |    46080 |       7 |        174 | 44690432 |    4313 |         71
 1453347263817 |      425417 |    10000 |    50176 |       8 |        181 |  44523520 |    6251 |         69 |  1302528 |     231 |        177 | 29973504 |    3321 |         70
 1453347283832 |      425417 |    10000 |    52224 |       8 |        178 |  42294272 |    5994 |         70 |   686080 |      70 |        183 | 22842368 |    3401 |         77
 1453347293840 |      425417 |    10000 |   151552 |      11 |        183 |  43260928 |    5993 |         69 |    69632 |      10 |        184 | 31175680 |    3674 |         77
 1453347313855 |      425417 |    10000 |   529408 |      46 |        199 |  33673216 |    4864 |         68 |  1787904 |     209 |        183 | 27091968 |    3287 |         70
 1453347323860 |      425417 |    10000 |    44032 |       7 |        182 |  41006080 |    5653 |         69 |   173056 |      16 |        183 | 32141312 |    4003 |         75
 1453347233793 |      425417 |    10000 |    70656 |      12 |        176 |  45692928 |    5774 |         74 |    56320 |      10 |         51 | 29194240 |    3727 |         58
 1453347243798 |      425417 |    10000 |   666624 |     147 |        189 |  44403712 |    5834 |         63 |   296960 |      13 |        181 | 32659456 |    3970 |         72
 1453347273826 |      425417 |    10000 |   260096 |      14 |        173 |  48148480 |    5677 |         69 |  1304576 |     257 |        175 | 23360512 |    3039 |         70
 1453347303848 |      425417 |    10000 |    51200 |       7 |         85 |  37641216 |    5951 |         69 |   589824 |      51 |        184 | 28553216 |    3216 |         66
 1453347333868 |      425417 |    10000 |   363520 |      20 |        173 |  40071168 |    5544 |         71 |    56320 |       9 |        184 | 23936000 |    2884 |         76
 1453347343875 |      425417 |    10000 |    54272 |       8 |        325 |  47837184 |    6197 |         69 |    61440 |       9 |        183 | 28897280 |    3884 |         71
 1453347353881 |      425417 |    10000 |    49152 |       7 |        182 |  44779520 |    5839 |         62 |    54272 |       9 |        182 | 26060800 |    3158 |         73
 1453347363889 |      425417 |    10000 |   101376 |      11 |        183 |  42642432 |    5410 |         70 |   580608 |      44 |        188 | 29258752 |    3590 |         64
 1453347373897 |      425417 |    10000 |   504832 |      93 |        181 |  45077504 |    6107 |         52 |   716800 |      28 |        183 | 26844160 |    3635 |         72
 1453347383905 |      425417 |    10000 |    94208 |       9 |        416 |  46941184 |    6059 |         68 |    53248 |       8 |        184 | 33294336 |    4115 |         71
 1453347393663 |      425417 |    10000 |    45056 |       7 |        183 |  46294016 |    6082 |         70 |   306176 |      23 |        183 | 37295104 |    3654 |         70
 1453347403669 |      425417 |    10000 |    50176 |       7 |        185 |  41505792 |    6346 |         72 |    72704 |      12 |        184 | 29864960 |    3889 |         77
 1453347413677 |      425417 |    10000 |   668672 |      58 |        181 |  39979008 |    5516 |         74 |    47104 |       8 |         54 | 27731968 |    3599 |         75
 1453347423684 |      425417 |    10000 |    46080 |       7 |        186 |  48771072 |    6437 |         75 |   417792 |      11 |        183 | 24541184 |    3372 |         76
 1453347453710 |      425417 |    10000 |    68608 |       8 |        184 |  32719872 |    5433 |         71 |   104448 |      14 |        183 | 37062656 |    3571 |         77
 1453347463715 |      425417 |    10000 |    52224 |       8 |        176 |  35540992 |    5243 |         68 |   114688 |      15 |        183 | 24131584 |    3370 |         71
 1453347493737 |      425417 |    10000 |    52224 |       7 |        183 |  45310976 |    5990 |         68 |    41984 |       7 |         52 | 24626176 |    3239 |         73
 1453347503745 |      425417 |    10000 |    48128 |       7 |        746 |  35803136 |    5185 |         68 |    79872 |      15 |        167 | 32894976 |    4105 |         72
 1453347553780 |      425417 |    10000 |    48128 |       7 |         54 |  35697664 |    5037 |         72 |    49152 |       8 |        182 | 27335680 |    3287 |         79
 1453347563789 |      425417 |    10000 |    50176 |       7 |         59 |  42954752 |    6232 |         54 |   949248 |      95 |        184 | 29204480 |    3163 |         75
 1453347433695 |      425417 |    10000 |    41984 |       7 |        183 |  36544512 |    5433 |         73 |    64512 |      10 |        182 | 32860160 |    3756 |         78
 1453347443702 |      425417 |    10000 |    50176 |       8 |        188 |  42316800 |    5513 |         68 |    52224 |       9 |        184 | 37602304 |    4412 |         76
 1453347473722 |      425417 |    10000 |    40960 |       7 |        165 |  41128960 |    5825 |         72 |    52224 |       8 |         51 | 33651712 |    3737 |         71
 1453347483729 |      425417 |    10000 |    45056 |       7 |        183 |  44090368 |    5856 |         70 |    52224 |       8 |        183 | 32408576 |    3715 |         71
 1453347513749 |      425417 |    10000 |    46080 |       7 |        169 |  38440960 |    5212 |         70 |   260096 |      29 |         51 | 32952320 |    3595 |         75
 1453347523759 |      425417 |    10000 |    77824 |      13 |        177 |  37794816 |    5559 |         75 |    71680 |      12 |         51 | 36640768 |    3835 |         78
 1453347533766 |      425417 |    10000 |    51200 |      10 |         52 |  37854208 |    5245 |         77 |    63488 |      10 |        203 | 24303616 |    3470 |         74
 1453347543772 |      425417 |    10000 |    44032 |       7 |         53 |  33585152 |    5017 |         70 |    69632 |      10 |        182 | 23681024 |    3325 |         77
 1453347573797 |      425417 |    10000 |    46080 |       7 |        185 |  37820416 |    4729 |         75 |    53248 |       8 |        183 | 31037440 |    3932 |         70
 1453347583804 |      425417 |    10000 |    53248 |       8 |         52 |  39401472 |    6061 |         71 |    66560 |      11 |        183 | 24981504 |    2984 |         72
 1453347593812 |      425417 |    10000 |    48128 |       7 |        174 |  35518464 |    5435 |         74 |    63488 |      10 |        183 | 38816768 |    3965 |         72
 1453347603820 |      425417 |    10000 |    44032 |       7 |         53 |  32088064 |    4910 |         76 |    59392 |      11 |        183 | 27009024 |    3411 |         77
 1453347613825 |      425417 |    10000 |    46080 |       7 |        184 |  37610496 |    5671 |         73 |    75776 |      13 |        185 | 34071552 |    3842 |         74
 1453347623834 |      425417 |    10000 |    50176 |       7 |        185 |  45232128 |    6256 |         82 |    49152 |       9 |        183 | 27095040 |    3287 |         73
 1453347633688 |      425417 |    10000 |    53248 |       7 |        186 |  42264576 |    5737 |         73 |    63488 |      12 |        185 | 33650688 |    3589 |         72
 1453347643695 |      425417 |    10000 |    52224 |       8 |        182 |  42192896 |    6143 |         73 |    59392 |       9 |        172 | 36200448 |    4102 |         69
 1453347653703 |      425417 |    10000 |    41984 |       7 |        170 |  41515008 |    5988 |         69 |    62464 |      11 |        179 | 27909120 |    3152 |         71
 1453347673715 |      425417 |    10000 |    49152 |       7 |        181 |  47280128 |    6097 |         68 |    45056 |       7 |        189 | 25565184 |    3340 |         69
 1453347703739 |      425417 |    10000 |    53248 |       8 |        171 |  33039360 |    5465 |         62 |   514048 |      15 |        183 | 23986176 |    3152 |         69
 1453347763787 |      425417 |    10000 |    56320 |       8 |        181 |  39345152 |    5915 |         67 |    48128 |       7 |        175 | 38710272 |    3922 |         75
 1453347773795 |      425417 |    10000 |    47104 |       7 |        184 |  43711488 |    6386 |         56 |    58368 |       9 |        184 | 40122368 |    4460 |         72
 1453347783806 |      425417 |    10000 |    46080 |       7 |        172 |  44609536 |    6245 |         74 |    92160 |      11 |        182 | 36279296 |    4153 |         70
 1453347803820 |      425417 |    10000 |    66560 |       8 |        191 |  45197312 |    5787 |         72 |    89088 |      13 |        184 | 33116160 |    3696 |         63
 1453347663710 |      425417 |    10000 |    44032 |       7 |        185 |  41942016 |    5417 |         71 |    60416 |      10 |        183 | 36830208 |    4415 |         65
 1453347683723 |      425417 |    10000 |    59392 |       8 |        170 |  46094336 |    6238 |         63 |    52224 |       8 |        182 | 33628160 |    3444 |         69
 1453347693729 |      425417 |    10000 |    48128 |       7 |        181 |  45993984 |    6632 |         67 |   302080 |      26 |        184 | 32169984 |    3619 |         68
 1453347713749 |      425417 |    10000 |    41984 |       7 |         49 |  43981824 |    6313 |         54 |    62464 |      10 |        187 | 28167168 |    3971 |         70
 1453347723756 |      425417 |    10000 |    45056 |       7 |        181 |  43720704 |    5671 |         69 |    52224 |       8 |        185 | 28808192 |    3443 |         80
