   timestamp   | containerid | interval |  rbw_a   | riops_a | rlatency_a |   wbw_a   | wiops_a | wlatency_a |  rbw_b   | riops_b | rlatency_b |  wbw_b   | wiops_b | wlatency_b 
 1453351783889 |      425417 |    10000 |    54272 |       8 |        183 |  42952704 |    5762 |         70 |    53248 |       8 |        183 | 28804096 |    3613 |         77
 1453351793898 |      425417 |    10000 |    54272 |       8 |        191 |  32805888 |    5670 |         72 |    40960 |       7 |        183 | 35369984 |    3771 |         55
 1453351803904 |      425417 |    10000 |    39936 |       6 |        184 |  35232768 |    5219 |         70 |    68608 |      10 |        184 | 36536320 |    4268 |         66
 1453351813661 |      425417 |    10000 |    44032 |       7 |        182 |  40071168 |    6016 |         78 |    57344 |       8 |        184 | 32016384 |    3853 |         72
 1453351833675 |      425417 |    10000 |    46080 |       7 |        182 |  40972288 |    6199 |         74 |   541696 |      25 |        184 | 25748480 |    3105 |         71
 1453351893765 |      425417 |    10000 |   717824 |      71 |        182 |  45547520 |    6290 |         71 |    66560 |       7 |        183 | 25776128 |    3252 |         59
 1453351933795 |      425417 |    10000 |   492544 |      63 |        184 |  46752768 |    6060 |         72 |    58368 |       9 |        189 | 34082816 |    3475 |         68
 1453351943803 |      425417 |    10000 |    60416 |       8 |        184 |  42201088 |    6293 |         74 |    53248 |       8 |        185 | 30458880 |    3627 |         72
 1453351953809 |      425417 |    10000 |    47104 |       7 |         89 |  46976000 |    6341 |         74 |    43008 |       7 |       1424 | 28153856 |    3231 |         67
 1453351963815 |      425417 |    10000 |    55296 |       8 |        185 |  46033920 |    6611 |         74 |   352256 |      39 |        182 | 28037120 |    3266 |         71
 1453351983829 |      425417 |    10000 |    48128 |       7 |        180 |  49201152 |    6033 |         62 |    46080 |       7 |        180 | 24518656 |    3343 |         66
 1453351823669 |      425417 |    10000 |    49152 |       8 |        170 |  35428352 |    5676 |         74 |    56320 |       9 |        183 | 30780416 |    3548 |         71
 1453351843681 |      425417 |    10000 |    56320 |       8 |        183 |  49675264 |    6470 |         70 |   888832 |      55 |        183 | 43014144 |    4836 |         70
 1453351853737 |      425417 |    10000 |    53248 |       8 |        173 |  43254784 |    6288 |         70 |    50176 |       7 |        183 | 24233984 |    3053 |         69
 1453351863743 |      425417 |    10000 |    47104 |       7 |        167 |  47869952 |    5993 |         71 |    56320 |       8 |        184 | 30200832 |    3567 |         73
 1453351873750 |      425417 |    10000 |   438272 |      22 |        182 |  49824768 |    6824 |         71 |  1517568 |     252 |        184 | 25753600 |    3275 |         70
 1453351883759 |      425417 |    10000 |    45056 |       7 |        182 |  44913664 |    6275 |         73 |   274432 |      16 |        183 | 31763456 |    3861 |         70
 1453351903772 |      425417 |    10000 |    49152 |       7 |        183 |  51588096 |    6520 |         70 |    59392 |       9 |        185 | 34051072 |    4210 |         70
 1453351913780 |      425417 |    10000 |    57344 |       8 |        172 |  53924864 |    6719 |         76 |    43008 |       6 |        182 | 22122496 |    2921 |         77
 1453351923787 |      425417 |    10000 |    45056 |       7 |        181 |  51972096 |    6534 |         69 |  2045952 |     146 |        184 | 30139392 |    3547 |         64
 1453351973822 |      425417 |    10000 |    44032 |       7 |        185 |  40765440 |    5877 |         72 |    53248 |       8 |        458 | 28222464 |    3407 |         70
 1453351993836 |      425417 |    10000 |   154624 |      14 |        185 |  43059200 |    6006 |         71 |    56320 |       8 |        187 | 38092800 |    4229 |         71
 1453352003844 |      425417 |    10000 |    48128 |       7 |        184 |  40458240 |    5614 |         70 |    65536 |      12 |        184 | 25066496 |    3535 |         75
 1453352013852 |      425417 |    10000 |    51200 |       8 |        185 |  37977088 |    6105 |         55 |  1299456 |      78 |        189 | 28953600 |    3770 |         71
 1453352023858 |      425417 |    10000 |   438272 |      23 |        186 |  51151872 |    6364 |         74 |   218112 |     107 |         51 | 36349952 |    3873 |         69
 1453352033870 |      425417 |    10000 |    60416 |      11 |        185 |  43584512 |    5768 |         59 |    58368 |       9 |        184 | 20237312 |    3149 |         72
 1453352043870 |      425417 |    10000 |    40960 |       7 |        182 |  39086080 |    5915 |         80 |    55296 |       8 |         51 | 32281600 |    4034 |         60
 1453352053878 |      425417 |    10000 |    45056 |       7 |        182 |  41713664 |    6170 |         76 |  1349632 |      28 |         54 | 37502976 |    4291 |         71
 1453352073891 |      425417 |    10000 |    49152 |       8 |        182 |  61747200 |    7275 |         69 |    55296 |       8 |         50 | 30040064 |    3574 |         71
 1453352093904 |      425417 |    10000 |   259072 |      26 |        181 |  43926528 |    6102 |         70 |    41984 |       7 |         51 | 22253568 |    2989 |         72
 1453352113669 |      425417 |    10000 |   279552 |      15 |        184 |  41775104 |    5874 |         73 |    51200 |       8 |         52 | 29575168 |    3533 |         75
 1453352143692 |      425417 |    10000 |    64512 |       8 |         53 |  49014784 |    6597 |         70 |    47104 |       7 |        188 | 30609408 |    3518 |         71
 1453352173714 |      425417 |    10000 |   367616 |      32 |         52 |  46959616 |    6239 |         70 |    35840 |       6 |        183 | 33050624 |    3510 |         74
 1453352193728 |      425417 |    10000 |    44032 |       7 |         54 |  51888128 |    6310 |         70 |    49152 |       8 |        184 | 20282368 |    2657 |         68
 1453352223749 |      425417 |    10000 |    50176 |       7 |         53 |  50147328 |    6156 |         72 |   283648 |      34 |        181 | 32823296 |    3209 |         70
 1453352233758 |      425417 |    10000 |    56320 |       8 |        184 |  46350336 |    5659 |         75 |    41984 |       7 |        184 | 29928448 |    2963 |         73
 1453352273789 |      425417 |    10000 |   195584 |       8 |         42 |  42114048 |    5944 |         66 |   236544 |      16 |        183 | 19112960 |    2885 |         72
 1453352283797 |      425417 |    10000 |   500736 |      70 |        182 |  46126080 |    6211 |         76 |    48128 |       8 |        183 | 29804544 |    3513 |         75
 1453352313817 |      425417 |    10000 |    36864 |       7 |        182 |  51020800 |    6857 |        108 |    74752 |      13 |        184 | 32393216 |    3718 |         64
 1453352063884 |      425417 |    10000 |    49152 |       7 |        180 |  42640384 |    5614 |         72 |    44032 |       7 |         46 | 27932672 |    3059 |         71
 1453352083898 |      425417 |    10000 |   104448 |       8 |        181 |  45209600 |    5460 |         65 |    80896 |      10 |        184 | 26562560 |    3204 |         73
 1453352103913 |      425417 |    10000 |    49152 |       7 |        184 |  44635136 |    6321 |         74 |   779264 |      74 |         49 | 23975936 |    3203 |         69
 1453352123677 |      425417 |    10000 |   219136 |      12 |         52 |  41577472 |    5988 |         73 |    51200 |       7 |         51 | 24117248 |    3209 |         74
 1453352133684 |      425417 |    10000 |    50176 |       7 |        185 |  38762496 |    5434 |         72 |    51200 |       8 |        174 | 35406848 |    4336 |         70
 1453352153698 |      425417 |    10000 |    57344 |       8 |         52 |  42085376 |    5629 |         76 |   584704 |     107 |        190 | 33424384 |    3705 |         73
 1453352163706 |      425417 |    10000 |    48128 |       7 |         54 |  42134528 |    5957 |         71 |  1989632 |     144 |        644 | 21223424 |    2695 |         73
 1453352183721 |      425417 |    10000 |    45056 |       7 |        171 |  42186752 |    5745 |         69 |   283648 |      12 |        186 | 33442816 |    4006 |         72
 1453352203736 |      425417 |    10000 |    56320 |       8 |         53 |  39402496 |    5637 |         71 |    48128 |       7 |        183 | 28268544 |    3153 |         71
 1453352213743 |      425417 |    10000 |   211968 |      11 |         48 |  46982144 |    6252 |         76 |    52224 |       8 |        184 | 30108672 |    4030 |         72
 1453352243767 |      425417 |    10000 |   156672 |       9 |         39 |  44854272 |    6181 |         66 |    47104 |       8 |        184 | 29342720 |    3258 |         74
 1453352253774 |      425417 |    10000 |    46080 |       7 |        184 |  45193216 |    5942 |         66 |   217088 |      20 |        176 | 25296896 |    3328 |         71
 1453352263779 |      425417 |    10000 |    50176 |       7 |         44 |  41963520 |    6483 |         69 |  1859584 |     161 |        176 | 26448896 |    3234 |         72
 1453352293803 |      425417 |    10000 |    52224 |       7 |        181 |  42391552 |    6023 |         62 |    51200 |       8 |        185 | 28694528 |    3500 |         67
 1453352303809 |      425417 |    10000 |    47104 |       7 |        182 |  41417728 |    5693 |         60 |   296960 |      21 |        185 | 24792064 |    3298 |         72
 1453352323822 |      425417 |    10000 |   640000 |      70 |        182 |  38594560 |    5645 |         42 |   960512 |      20 |        184 | 18931712 |    2711 |         73
 1453352333827 |      425417 |    10000 |   486400 |      63 |         38 |  38509568 |    5857 |         70 |    96256 |      11 |        185 | 25519104 |    3303 |         72
 1453352353842 |      425417 |    10000 |    49152 |       7 |        180 |  44475392 |    5803 |         70 |   261120 |      22 |        183 | 31486976 |    3620 |         74
 1453352343836 |      425417 |    10000 |    52224 |       7 |        182 |  43417600 |    5788 |         63 |    44032 |       7 |        184 | 40085504 |    4383 |         72
 1453352363849 |      425417 |    10000 |    44032 |       7 |        183 |  46846976 |    6524 |         52 |    56320 |       8 |        183 | 36579328 |    3892 |         71
 1453352373857 |      425417 |    10000 |   720896 |      39 |        176 |  44176384 |    6143 |         97 |  1661952 |     100 |        183 | 27582464 |    3083 |         69
 1453352383862 |      425417 |    10000 |    52224 |       7 |        182 |  44066816 |    6103 |         71 |    45056 |       7 |        183 | 27793408 |    3011 |         71
 1453352393870 |      425417 |    10000 |    49152 |       7 |        184 |  52715520 |    6816 |         69 |    45056 |       7 |        183 | 26228736 |    3178 |         72
 1453352403876 |      425417 |    10000 |    47104 |       7 |        183 |  45847552 |    6222 |         55 |  1350656 |      90 |        183 | 29202432 |    3481 |         72
 1453352413882 |      425417 |    10000 |   183296 |      15 |        181 |  43237376 |    6197 |         69 |    49152 |       8 |        184 | 34421760 |    4078 |         71
 1453352423890 |      425417 |    10000 |    48128 |       7 |        194 |  46012416 |    6013 |         69 |   252928 |      19 |        187 | 24627200 |    3153 |         71
 1453352433897 |      425417 |    10000 |    97280 |       9 |        182 |  37297152 |    5787 |         69 |    49152 |       7 |        184 | 28754944 |    3463 |         71
 1453352443902 |      425417 |    10000 |   496640 |      35 |        170 |  48909312 |    6403 |         69 |   913408 |      51 |        183 | 25989120 |    3166 |         72
 1453352453909 |      425417 |    10000 |   569344 |      41 |        176 |  43123712 |    5788 |         70 |   305152 |      27 |        184 | 37789696 |    4246 |         71
 1453352463667 |      425417 |    10000 |   158720 |      12 |        181 |  37483520 |    5654 |         67 |    57344 |      10 |        182 | 36158464 |    4253 |         72
 1453352473676 |      425417 |    10000 |  1303552 |     103 |        184 |  36733952 |    5708 |         73 |    46080 |       7 |        185 | 21480448 |    2899 |         73
 1453352483684 |      425417 |    10000 |    59392 |       8 |        184 |  55086080 |    6766 |         68 |    43008 |       7 |        183 | 27487232 |    3182 |         73
 1453352513704 |      425417 |    10000 |  6034432 |     375 |        854 |  53242880 |    7018 |         80 |  6024192 |     392 |        184 | 27558912 |    3095 |         75
 1453352523713 |      425417 |    10000 |    60416 |       8 |        190 |  47482880 |    5648 |         75 |   408576 |      74 |        181 | 20903936 |    2538 |         72
 1453352533722 |      425417 |    10000 |  5322752 |     331 |        173 |  51642368 |    6986 |         82 |  2312192 |     177 |        182 | 20786176 |    2815 |         70
 1453352553738 |      425417 |    10000 |    48128 |       7 |        164 |  42423296 |    5819 |         73 |   646144 |     150 |        182 | 27220992 |    3557 |         72
 1453352563743 |      425417 |    10000 |    57344 |       8 |        176 |  44469248 |    6005 |         75 |   914432 |     216 |        184 | 26224640 |    3637 |         70
 1453352573748 |      425417 |    10000 |   249856 |       9 |        186 |  43862016 |    5973 |         75 |   392192 |      17 |        183 | 30688256 |    3324 |         64
 1453352593765 |      425417 |    10000 |    49152 |       8 |        180 |  37149696 |    5568 |         70 |   522240 |      15 |        183 | 25582592 |    3381 |         71
 1453352603771 |      425417 |    10000 |    46080 |       7 |        170 |  48366592 |    6124 |         70 |   722944 |     130 |        183 | 25567232 |    3249 |         77
 1453352633793 |      425417 |    10000 |    65536 |      11 |        182 |  41901056 |    6490 |         74 |   261120 |      11 |        185 | 25542656 |    3480 |         77
 1453352653807 |      425417 |    10000 |    47104 |       7 |        181 |  44994560 |    6303 |         68 |  1642496 |      16 |        184 | 38740992 |    4798 |         78
 1453352663813 |      425417 |    10000 |   484352 |      93 |        181 |  62638080 |    7454 |         69 |   482304 |     106 |        184 | 36880384 |    3963 |         76
 1453352683831 |      425417 |    10000 |    53248 |       8 |        183 |  41377792 |    5728 |         71 |   876544 |     184 |        184 | 25314304 |    3362 |         76
 1453352703846 |      425417 |    10000 |    43008 |       6 |        182 |  37607424 |    5499 |         68 |  2118656 |     419 |        184 | 33879040 |    4047 |         76
 1453352493690 |      425417 |    10000 |    52224 |       7 |        433 |  37914624 |    5683 |         72 |    70656 |       9 |        181 | 23728128 |    2976 |         73
 1453352503697 |      425417 |    10000 |    63488 |       9 |        179 |  44796928 |    6664 |         72 |   276480 |      33 |        183 | 25421824 |    3394 |         73
 1453352543731 |      425417 |    10000 |   692224 |      46 |        436 |  50002944 |    6271 |         74 |  4425728 |     302 |        182 | 29618176 |    3615 |         78
 1453352583756 |      425417 |    10000 |    53248 |       7 |        186 |  45798400 |    6343 |         74 |   462848 |     107 |        183 | 31930368 |    3922 |         71
 1453352613779 |      425417 |    10000 |    49152 |       8 |        182 |  42105856 |    6107 |         74 |   419840 |      48 |        215 | 34711552 |    3999 |         70
 1453352623787 |      425417 |    10000 |    55296 |       8 |        182 |  44049408 |    6247 |         70 |   648192 |     145 |        184 | 43122688 |    4377 |         77
 1453352643800 |      425417 |    10000 |    51200 |       7 |        181 |  47119360 |    6321 |         70 |   389120 |      90 |        174 | 26883072 |    3209 |         70
 1453352673824 |      425417 |    10000 |    48128 |       8 |        181 |  39521280 |    5357 |         68 |  1370112 |      18 |        183 | 21659648 |    2972 |         77
 1453352693837 |      425417 |    10000 |    53248 |       9 |        170 |  52840448 |    7422 |         71 |  2173952 |      34 |        184 | 26745856 |    3685 |         81
 1453352713856 |      425417 |    10000 |    55296 |       8 |        182 |  37909504 |    5475 |         69 |   105472 |      15 |        184 | 20842496 |    2763 |         72
 1453352723860 |      425417 |    10000 |    47104 |       7 |        183 |  41178112 |    6043 |         72 |    48128 |       8 |        185 | 25531392 |    3194 |         69
 1453352733866 |      425417 |    10000 |    43008 |       7 |        183 |  46091264 |    6295 |         68 |   457728 |     100 |        185 | 30620672 |    3639 |         72
 1453352743872 |      425417 |    10000 |    53248 |       7 |        181 |  46728192 |    5752 |         68 |    60416 |       9 |        186 | 28825600 |    3524 |         71
 1453352753668 |      425417 |    10000 |    83968 |      10 |        182 |  57552896 |    7165 |         68 |    44032 |       7 |        183 | 30815232 |    3710 |         66
 1453352763675 |      425417 |    10000 |   120832 |      10 |        182 |  40751104 |    5297 |         69 |    72704 |       9 |        181 | 28156928 |    3417 |         70
 1453352773681 |      425417 |    10000 |   101376 |       9 |        182 |  45092864 |    5987 |         71 |   188416 |      14 |        183 | 28994560 |    3732 |         71
 1453352783686 |      425417 |    10000 |    46080 |       7 |        186 |  43298816 |    6063 |         71 |    50176 |       8 |        186 | 34725888 |    4294 |         72
 1453352793693 |      425417 |    10000 |    49152 |       7 |        181 |  51117056 |    6553 |         68 |    44032 |       7 |        184 | 33501184 |    3867 |         68
 1453352803698 |      425417 |    10000 |    58368 |       8 |        169 |  42872832 |    6446 |         69 |    59392 |       9 |        183 | 30561280 |    3706 |         75
 1453352813704 |      425417 |    10000 |    51200 |       8 |        170 |  45278208 |    6337 |         76 |    49152 |       8 |        184 | 31565824 |    3283 |         71
 1453352823713 |      425417 |    10000 |   769024 |      72 |        183 |  31520768 |    4977 |         72 |    40960 |       7 |        183 | 24451072 |    3142 |         72
 1453352833777 |      425417 |    10000 |    98304 |      15 |        183 |  47017984 |    6274 |         69 |    50176 |       8 |        184 | 28090368 |    3587 |         72
 1453352843786 |      425417 |    10000 |   346112 |      46 |        181 |  48291840 |    6141 |         70 |    60416 |       9 |        183 | 32645120 |    3592 |         82
 1453352853793 |      425417 |    10000 |   111616 |      12 |        182 |  48160768 |    6405 |         67 |    63488 |      10 |        184 | 33648640 |    3609 |         71
 1453352863799 |      425417 |    10000 |    52224 |       8 |        185 |  39234560 |    6419 |         69 |   961536 |      88 |        185 | 23932928 |    3645 |         72
 1453352873808 |      425417 |    10000 |   250880 |      36 |        183 |  40912896 |    6228 |         57 |    49152 |       7 |        184 | 27839488 |    3301 |         73
 1453352883815 |      425417 |    10000 |    50176 |       7 |        181 |  46179328 |    6517 |         69 |    51200 |       8 |        183 | 32306176 |    4087 |         71
 1453352913838 |      425417 |    10000 |    41984 |       7 |        181 |  47644672 |    6209 |         69 |    65536 |      12 |        183 | 25657344 |    3207 |         69
 1453352923846 |      425417 |    10000 |    52224 |       8 |        183 |  41788416 |    5644 |         68 |    64512 |      10 |        183 | 23568384 |    3329 |         71
 1453352933851 |      425417 |    10000 |    61440 |      11 |        285 |  36996096 |    5582 |         75 |    54272 |       9 |        183 | 28422144 |    3838 |         65
 1453352943858 |      425417 |    10000 |    50176 |       7 |        182 |  41607168 |    5730 |         70 |    52224 |       8 |        183 | 33534976 |    3992 |        891
 1453352953870 |      425417 |    10000 |    45056 |       7 |        178 |  35979264 |    5503 |         70 |    48128 |       8 |        184 | 28859392 |    3653 |         72
 1453352963876 |      425417 |    10000 |   206848 |      38 |        167 |  40971264 |    5857 |         68 |    45056 |       7 |        185 | 25800704 |    3119 |         72
 1453352983893 |      425417 |    10000 |    53248 |       7 |        179 |  37797888 |    5383 |         72 |    48128 |       7 |        185 | 29438976 |    3740 |         70
 1453353013664 |      425417 |    10000 |    55296 |       8 |        183 |  40924160 |    5928 |         69 |    47104 |       8 |        184 | 33332224 |    3636 |         66
 1453353043685 |      425417 |    10000 |    56320 |       8 |        182 |  40795136 |    5425 |         68 |    60416 |       9 |        182 | 25622528 |    3460 |         71
 1453353053697 |      425417 |    10000 |    48128 |       8 |        158 |  48910336 |    6724 |         79 |    70656 |      11 |        185 | 31506432 |    3791 |         72
 1453353063705 |      425417 |    10000 |    46080 |       7 |        171 |  58150912 |    7083 |        159 |    44032 |       7 |        178 | 30114816 |    3750 |         70
 1453353073716 |      425417 |    10000 |    54272 |       8 |        172 |  50272256 |    6413 |         68 |    44032 |       7 |        166 | 29657088 |    3252 |         71
 1453352893825 |      425417 |    10000 |    51200 |       8 |        182 |  46388224 |    6162 |        146 |    46080 |       8 |        184 | 25265152 |    3372 |         72
 1453352903831 |      425417 |    10000 |    50176 |       7 |        293 |  45312000 |    6826 |         70 |    80896 |      15 |        183 | 30209024 |    3855 |         71
 1453352973885 |      425417 |    10000 |    51200 |       8 |        169 |  47629312 |    6816 |         68 |   276480 |      20 |        184 | 34967552 |    4554 |         70
 1453352993898 |      425417 |    10000 |    44032 |       7 |        198 |  55653376 |    7013 |         75 |    54272 |       7 |        183 | 29986816 |    3157 |         70
 1453353003907 |      425417 |    10000 |    44032 |       7 |        183 |  31472640 |    5014 |         70 |    57344 |       8 |        181 | 24889344 |    3687 |         70
 1453353023670 |      425417 |    10000 |    62464 |       8 |        181 |  45620224 |    6139 |         68 |    38912 |       6 |        180 | 22095872 |    3172 |         71
 1453353033678 |      425417 |    10000 |    41984 |       7 |        181 |  41438208 |    6121 |         68 |    56320 |       8 |        186 | 21054464 |    2987 |         70
 1453353083720 |      425417 |    10000 |    50176 |       7 |        182 |  37204992 |    5318 |         70 |    43008 |       7 |        175 | 30301184 |    3998 |         71
 1453353103734 |      425417 |    10000 |    53248 |       8 |        185 |  46263296 |    6327 |         71 |    55296 |       8 |        182 | 28899328 |    3257 |         71
 1453353113773 |      425417 |    10000 |    52224 |       8 |        185 |  34266112 |    5322 |         61 |    57344 |       8 |        183 | 31513600 |    3402 |         73
 1453353123746 |      425417 |    10000 |    56320 |       8 |        186 |  45856768 |    5992 |         72 |    40960 |       7 |        174 | 21498880 |    3004 |         72
 1453353093726 |      425417 |    10000 |    55296 |       7 |        182 |  42436608 |    5862 |         70 |    64512 |       9 |        183 | 46852096 |    4703 |         70
 1453353133754 |      425417 |    10000 |    46080 |       7 |        185 |  38852608 |    5939 |         64 |    51200 |       8 |        186 | 23107584 |    2807 |         73
 1453353143759 |      425417 |    10000 |    40960 |       7 |        183 |  49974272 |    6493 |         68 |    54272 |       8 |        173 | 23296000 |    3288 |         69
 1453353153765 |      425417 |    10000 |    50176 |       7 |        193 |  34414592 |    5080 |         70 |    49152 |       8 |        171 | 29782016 |    3529 |         71
 1453353163770 |      425417 |    10000 |    51200 |       8 |        183 |  42361856 |    6349 |         68 |    54272 |       8 |        184 | 22612992 |    3074 |         71
 1453353173779 |      425417 |    10000 |    50176 |       7 |        185 |  48669696 |    6617 |         70 |    44032 |       7 |        184 | 26808320 |    3379 |         66
 1453353183786 |      425417 |    10000 |    44032 |       7 |        580 |  39654400 |    5244 |         68 |    90112 |      11 |        178 | 46301184 |    4622 |         70
 1453353193792 |      425417 |    10000 |    50176 |       7 |        182 |  39005184 |    5787 |         71 |    47104 |       8 |        183 | 37014528 |    3999 |         71
 1453353203800 |      425417 |    10000 |    46080 |       7 |        182 |  44562432 |    5960 |         71 |    72704 |      14 |        186 | 28573696 |    4084 |         73
 1453353213807 |      425417 |    10000 |    50176 |       7 |        181 |  42664960 |    6354 |         72 |    68608 |      12 |        184 | 30662656 |    3811 |         72
 1453353223814 |      425417 |    10000 |    51200 |       8 |        182 |  41101312 |    5452 |         68 |   304128 |      14 |        183 | 29571072 |    3396 |         73
 1453353233821 |      425417 |    10000 |    70656 |      11 |        182 |  46245888 |    6496 |         55 |    64512 |      11 |        184 | 33276928 |    4116 |         72
 1453353243827 |      425417 |    10000 |    41984 |       7 |        183 |  45633536 |    6084 |         69 |    51200 |       8 |        184 | 25214976 |    3131 |         73
 1453353253838 |      425417 |    10000 |    49152 |       7 |        183 |  47833088 |    6567 |         68 |    49152 |       8 |        184 | 21365760 |    2872 |         72
 1453353263845 |      425417 |    10000 |    47104 |       7 |        178 |  45121536 |    6143 |         69 |    58368 |       9 |        183 | 34025472 |    4285 |         72
 1453353283860 |      425417 |    10000 |    57344 |       8 |        181 |  47399936 |    5786 |         71 |   223232 |      11 |        183 | 22603776 |    2888 |        237
 1453353303875 |      425417 |    10000 |    41984 |       7 |        183 |  54615040 |    6393 |         68 | 20082688 |    1610 |        552 | 41023488 |    6624 |         70
 1453353373677 |      425417 |    10000 |  2045952 |     217 |        177 |  67250176 |    8994 |         67 |    64512 |      11 |        183 | 29445120 |    3344 |         66
 1453353383686 |      425417 |    10000 |    48128 |       7 |        181 |  44048384 |    5757 |         68 |    65536 |      10 |        184 | 30033920 |    3872 |         72
 1453353403694 |      425417 |    10000 |    47104 |       7 |        533 |  46404608 |    6358 |         67 |    94208 |      10 |        182 | 32034816 |    3566 |         69
 1453353413701 |      425417 |    10000 |    43008 |       7 |        182 |  44474368 |    6137 |         82 |   268288 |      50 |         52 | 32079872 |    3435 |         70
 1453353433715 |      425417 |    10000 |    49152 |       7 |        182 |  55607296 |    6097 |         70 |    63488 |       9 |         50 | 58048512 |    9912 |         70
 1453353443722 |      425417 |    10000 |    49152 |       7 |        267 |  43549696 |    5901 |         68 |  7478272 |     784 |         52 | 42731520 |    5235 |         72
 1453353453730 |      425417 |    10000 |    49152 |       7 |         50 |  45740032 |    6310 |         70 |    41984 |       7 |        185 | 32076800 |    3842 |         70
 1453353473745 |      425417 |    10000 |  1342464 |     163 |        182 |  87230464 |   12779 |         63 |    60416 |      10 |        183 | 32703488 |    3615 |         70
 1453353483753 |      425417 |    10000 |    45056 |       7 |        182 |  44045312 |    6503 |         72 |    50176 |       8 |        183 | 22182912 |    3240 |         71
 1453353503769 |      425417 |    10000 |    47104 |       7 |         49 |  48946176 |    6190 |         71 |    70656 |      13 |        184 | 20137984 |    3297 |         69
 1453353513775 |      425417 |    10000 |    48128 |       7 |         49 |  41128960 |    5532 |         66 |    60416 |      11 |        183 | 29270016 |    3456 |         73
 1453353273854 |      425417 |    10000 |    48128 |       7 |        182 |  38899712 |    5763 |         68 |    48128 |       7 |        412 | 25389056 |    3116 |         73
 1453353293869 |      425417 |    10000 |    43008 |       7 |        171 |  51241984 |    6279 |         78 |    72704 |      13 |        184 | 30695424 |    3742 |         72
 1453353313881 |      425417 |    10000 |    67584 |      12 |        186 |  47259648 |    6834 |         68 | 13399040 |    1937 |        185 | 50366464 |    6879 |         71
 1453353323889 |      425417 |    10000 |    47104 |       7 |        159 |  46937088 |    6411 |         69 |    57344 |       9 |        184 | 36629504 |    5025 |         71
 1453353333898 |      425417 |    10000 |    51200 |       7 |        184 |  47891456 |    6236 |         68 |    44032 |       7 |        184 | 28165120 |    3463 |         65
 1453353343903 |      425417 |    10000 |    86016 |       8 |        183 |  49466368 |    6341 |         70 |    60416 |       9 |        184 | 33019904 |    3628 |         71
 1453353353662 |      425417 |    10000 |    56320 |       8 |        184 |  42153984 |    5947 |         74 |   256000 |      21 |        186 | 36445184 |    4161 |         71
 1453353363668 |      425417 |    10000 |    49152 |       7 |        169 |  80538624 |   11358 |         72 |    49152 |       8 |        183 | 37423104 |    4005 |         72
 1453353393690 |      425417 |    10000 |    53248 |       7 |        182 |  44158976 |    5892 |         72 |    45056 |       7 |        183 | 28078080 |    3782 |         73
 1453353423708 |      425417 |    10000 |    48128 |       7 |        181 |  48217088 |    6391 |         74 |    49152 |       8 |        178 | 34341888 |    3895 |         75
 1453353463737 |      425417 |    10000 |   362496 |      12 |         51 |  47435776 |    6884 |         69 |    50176 |       8 |        184 | 28101632 |    3325 |         73
 1453353493762 |      425417 |    10000 |    41984 |       7 |         38 |  46430208 |    6263 |         77 |    59392 |       9 |        184 | 27998208 |    3809 |         70
 1453353523780 |      425417 |    10000 |    47104 |       7 |         49 |  47646720 |    6340 |         63 |  1955840 |     254 |        195 | 32645120 |    4280 |         69
 1453353533789 |      425417 |    10000 |    53248 |       8 |        183 |  54026240 |    6782 |         70 |  5134336 |     546 |        182 | 65846272 |    9759 |         74
 1453353543798 |      425417 |    10000 |    59392 |      11 |        181 |  41799680 |    5372 |         71 |   659456 |      11 |        186 | 26406912 |    3661 |         71
 1453353553807 |      425417 |    10000 |   130048 |      55 |         50 |  39752704 |    5591 |         70 |    50176 |       8 |        182 | 27043840 |    3068 |         71
 1453353563813 |      425417 |    10000 |    49152 |       7 |        182 |  55272448 |    6503 |         71 |    41984 |       7 |        183 | 26131456 |    3501 |         83
 1453353573819 |      425417 |    10000 |    44032 |       7 |        175 |  39640064 |    5894 |         71 |    55296 |       8 |        179 | 28329984 |    3153 |         69
 1453353583824 |      425417 |    10000 | 20117504 |    1390 |         53 |  44930048 |    6027 |         69 |    48128 |       8 |        183 | 25933824 |    3253 |         69
 1453353593832 |      425417 |    10000 |    60416 |       9 |        183 |  93927424 |   15048 |         55 |    47104 |       7 |        184 | 37709824 |    4281 |         75
 1453353603841 |      425417 |    10000 |   481280 |      12 |        182 |  50430976 |    6394 |         72 |    46080 |       8 |        175 | 27451392 |    3370 |         70
 1453353613849 |      425417 |    10000 |    49152 |       7 |        224 |  43548672 |    6032 |         69 |    53248 |       8 |        183 | 28626944 |    3659 |         78
 1453353623856 |      425417 |    10000 |    49152 |       7 |        182 |  37548032 |    5027 |         72 |    46080 |       7 |        175 | 29441024 |    3387 |         70
 1453353633864 |      425417 |    10000 |    46080 |       7 |        181 |  41585664 |    6575 |         75 |  1636352 |     366 |        182 | 22682624 |    3231 |         71
 1453353643871 |      425417 |    10000 |    50176 |       7 |        181 |  52355072 |    6493 |         68 |  1757184 |     400 |        183 | 28635136 |    3769 |         76
 1453353653879 |      425417 |    10000 |    53248 |       7 |        171 |  38120448 |    5676 |         75 |  2111488 |     427 |        183 | 32186368 |    4156 |         75
 1453353663886 |      425417 |    10000 |  1077248 |     245 |        183 |  42792960 |    5774 |         71 |  1481728 |     345 |        183 | 27384832 |    3163 |         75
